x,y
0.324045454,0.395284947
0.289266128,0.367198083
0.304019938,0.368425612
0.336204896,0.381527954
0.326684848,0.374730803
0.254141533,0.408141667
0.321518249,0.447281162
0.264497654,0.383377686
0.266629062,0.410923958
0.252736742,0.396429517
0.302165337,0.440072214
0.221408205,0.350254873
0.280858668,0.463208092
0.290051189,0.418629769
0.237012992,0.423406834
0.333312898,0.427204921
0.245753385,0.464446694
0.270021435,0.50883592
0.347449247,0.477120861
0.312970222,0.463242252
0.304299906,0.478113406
0.254320157,0.467061709
0.294765821,0.445727218
0.292792866,0.50178864
0.321764354,0.507425785
0.333223789,0.539205975
0.295079353,0.532414684
0.338161792,0.494681654
0.309808342,0.539718385
0.280068311,0.521698641
0.362786015,0.549795343
0.343097525,0.557894034
0.413519379,0.577764651
0.345106364,0.564569085
0.354329765,0.542565272
0.391887982,0.567756418
0.378785205,0.657970894
0.405325288,0.590621392
0.392290118,0.671032692
0.363808847,0.618268482
0.323322782,0.696328423
0.410023602,0.644577237
0.460903777,0.673919603
0.405913969,0.629196838
0.418632286,0.699892587
0.428187037,0.68925502
0.397677834,0.657993869
0.417848044,0.669567827
0.446004161,0.749732899
0.471506151,0.761889262
0.394030698,0.725941182
0.408326528,0.730571815
0.385117906,0.675495685
0.505129216,0.754540349
0.471660424,0.697269593
0.464248782,0.723444303
0.443172465,0.729824184
0.471303646,0.719438878
0.461983939,0.752176761
0.459363204,0.78033453
0.554247782,0.77013593
0.53853194,0.766133372
0.480884619,0.763474816
0.520078538,0.758913079
0.536136394,0.774407552
0.501930145,0.794042838
0.600104397,0.754008259
0.548198439,0.775735076
0.54313689,0.778429101
0.487833678,0.740519432
0.555282043,0.745093196
0.547342701,0.755561104
0.617249933,0.749073048
0.587812434,0.745876502
0.611371001,0.72836427
0.561820035,0.822173702
0.624393936,0.733697823
0.5660534,0.760989961
0.627400421,0.753083638
0.664787425,0.740614736
0.644431554,0.756360332
0.657087597,0.691996729
0.679866476,0.698534626
0.659140999,0.686482895
0.708937954,0.650085585
0.67139805,0.693748676
0.673815208,0.674131156
0.667534224,0.716020876
0.618268407,0.683615012
0.673068091,0.68873925
0.671767658,0.635901672
0.688383794,0.636108127
0.675756366,0.656064318
0.666936397,0.65176557
0.685739041,0.658730993
0.6347601,0.672903672
0.685065372,0.599351062
0.642826606,0.634741432
0.666643746,0.601953355
0.683494104,0.625047192
0.65029756,0.602719221
0.66595778,0.634600087
0.665035036,0.570132463
0.61069724,0.563747185
0.673899734,0.576771983
0.687195694,0.561817299
0.684438613,0.628347823
0.706099548,0.602364681
0.604108251,0.528034731
0.657932986,0.512361036
0.598643076,0.493729831
0.606176034,0.485837078
0.613371621,0.522846864
0.617979308,0.512926985
0.55595227,0.479670496
0.541634829,0.468078443
0.535584099,0.459705781
0.540013882,0.415974309
0.534932807,0.413786527
0.544098454,0.460033685
0.530407727,0.436841084
0.512863011,0.387933349
0.516985634,0.425713585
0.448115275,0.423248184
0.480205222,0.421132871
0.522140708,0.400302638
0.448565289,0.364365843
0.447054878,0.363633817
0.476456196,0.398383058
0.417843526,0.369293423
0.468897763,0.353978777
0.406258507,0.404644441
0.410274035,0.371410718
0.375303316,0.319838151
0.440204445,0.363956352
0.406515966,0.333662168
0.400094965,0.348716575
0.387060821,0.342096206
0.401673238,0.329954446
0.385323276,0.310321701
0.364835748,0.305612161
0.408855205,0.384519509
0.402557673,0.330466719
0.357862463,0.356415497
0.400959466,0.350834937
0.347428702,0.343983216
0.358999406,0.294969
0.341798891,0.34204122
0.339758741,0.35375183
0.330377367,0.384618762
0.371850196,0.320634472
0.392214935,0.383308874
0.344619819,0.284084923
0.350954104,0.358591176
0.341628581,0.312963579
0.360359927,0.330518355
0.384486256,0.390508742
0.329986901,0.346380656
0.397689958,0.370995846
0.396373207,0.407126874
0.373652445,0.395313178
0.386418075,0.35773526
0.454719601,0.467447684
0.414196051,0.478211446
0.437723092,0.492956173
0.432034626,0.503054099
0.427633507,0.486285172
0.420551007,0.481626176
0.480942986,0.545513273
0.512124072,0.529212675
0.462822371,0.515537711
0.44488172,0.52372093
0.471070815,0.543387527
0.50818432,0.473563125
0.499293304,0.605512963
0.527942917,0.608452779
0.558796709,0.60658468
0.455324334,0.561808835
0.528275049,0.582671058
0.52184945,0.569874597
0.522224635,0.598199497
0.593419565,0.68263147
0.529704849,0.645636102
0.566457248,0.613986724
0.551890212,0.68245629
0.562204704,0.644952736
0.588400549,0.672875741
0.590475956,0.739850899
0.601044703,0.6746995
0.57880567,0.690498236
0.593402566,0.700034607
0.579515338,0.689341951
0.630457637,0.774934505
0.664438883,0.779814962
0.654167978,0.73074383
0.641146699,0.719842587
0.659181529,0.719683303
0.654194394,0.786884644
0.67160127,0.77253518
0.63885603,0.827621109
0.640583978,0.773878158
0.665186811,0.787112296
0.674205462,0.770596884
0.686231329,0.760078605
0.720115481,0.812569438
0.694841072,0.830183035
0.674087672,0.817379375
0.702059231,0.81668817
0.704920096,0.824379616
0.681219643,0.792172727
0.692627792,0.856122898
0.730269477,0.856647347
0.721282415,0.806375686
0.717250848,0.845250103
0.704565333,0.828178093
0.761350106,0.796698159
0.780841717,0.835591882
0.802381208,0.846506101
0.750540335,0.809007011
0.792923142,0.849946498
0.7485299,0.829085417
0.743989665,0.811062648
0.773592907,0.861311632
0.792176585,0.842791741
0.783821229,0.878760908
0.741822902,0.833127514
0.813703783,0.867864524
0.800222234,0.885554617
0.804845015,0.846593337
0.770883375,0.826697985
0.782380554,0.851916849
0.78625723,0.854795157
0.811985676,0.846313035
0.820568077,0.814992847
0.815981752,0.811126482
0.78579693,0.798225559
0.776452497,0.876480503
0.783299922,0.865138266
0.795612031,0.856003814
0.841938979,0.879687167
0.748100713,0.911246965
0.7603767,0.865253118
0.746135717,0.87090027
0.787275405,0.87970459
0.716560953,0.854167326
0.751684617,0.859366274
0.675934838,0.807042802
0.685511628,0.83110276
0.689226462,0.779693034
0.659245403,0.78678736
0.697300166,0.796435363
0.656313407,0.786044208
0.617855005,0.803635311
0.601663054,0.78293497
0.621704852,0.751393788
0.644026055,0.777200666
0.599217883,0.751548233
0.599218302,0.751489276
0.55480974,0.73424227
0.525079765,0.772798542
0.538594212,0.753741431
0.534605694,0.710338483
0.570126912,0.712704295
0.537714287,0.733149113
0.487692455,0.725668215
0.540400242,0.680502724
0.538609701,0.676935015
0.465907779,0.692433758
0.469395467,0.653702437
0.463098834,0.673671033
0.428821156,0.560175325
0.434786803,0.530519193
0.418072388,0.562837314
0.422938926,0.576633653
0.395721967,0.552388501
0.361928194,0.559408159
0.427533092,0.506211038
0.444014249,0.49365243
0.433577214,0.505693559
0.392238435,0.529938101
0.423126115,0.486090229
0.408126764,0.508497191
0.387888548,0.456289322
0.442813401,0.503117779
0.433080092,0.474601801
0.42584329,0.467007385
0.382616996,0.446575345
0.455355688,0.510271966
0.384175191,0.426321992
0.382396069,0.497096911
0.393241853,0.521934054
0.436583301,0.469098749
0.405498983,0.538487591
0.437402865,0.453738403
0.382912233,0.492217985
0.388580969,0.489453642
0.426474009,0.483304584
0.455989774,0.529555811
0.372752412,0.518437714
0.415474894,0.476892957
0.390430266,0.519905727
0.429429316,0.56709952
0.41438557,0.507109231
0.392872442,0.50595698
0.466223871,0.543029302
0.418062575,0.561793632
0.495284008,0.644666143
0.505551104,0.625991743
0.534587115,0.644799049
0.467989145,0.719754199
0.505240128,0.640855905
0.501468066,0.638850115
0.526291701,0.709444796
0.480691932,0.693650201
0.519175778,0.665214711
0.492544152,0.714204543
0.513487342,0.666144292
0.52310211,0.714217724
0.546248336,0.735140849
0.570751206,0.768136296
0.488146468,0.694108337
0.524865259,0.741153574
0.566425506,0.73869396
0.602059904,0.733335475
0.536215642,0.773451585
0.555881542,0.76823834
0.585450393,0.825828741
0.548916558,0.793686281
0.599413802,0.828239196
0.602148398,0.815692539
0.574136879,0.831095455
0.612946532,0.839865033
0.569392349,0.854041938
0.622239695,0.821945793
0.622170815,0.873393203
0.605824319,0.800834111
0.641883583,0.801153304
0.683481767,0.832188556
0.696461839,0.792088607
0.655282951,0.801295267
0.661575277,0.825602909
0.62710983,0.860312574
0.691920046,0.680906445
0.6901454,0.767033239
0.652163742,0.792027284
0.675004205,0.704426949
0.734225918,0.740712194
0.752290214,0.710552547
0.653100028,0.643459903
0.618894382,0.630410099
0.651835979,0.654827842
0.672293085,0.700483224
0.629023575,0.672569607
0.687310576,0.636880589
0.549162868,0.584756249
0.606091644,0.661443717
0.602449376,0.587630793
0.550894941,0.56028596
0.607854184,0.603181943
0.561331885,0.606741063
0.471939419,0.731698695
0.48049348,0.722551953
0.525126558,0.71290984
0.463780619,0.684706228
0.444821209,0.688830282
0.528765657,0.694515169
0.494794671,0.810310889
0.517001884,0.804183344
0.505765631,0.835863963
0.53285644,0.807649655
0.51098361,0.833714082
0.522769913,0.862936865
0.544825775,0.83548971
0.531686757,0.880553486
0.537806498,0.85804971
0.573786783,0.915024235
0.508873362,0.877068124
0.567937726,0.885433503
0.576527908,0.883301901
0.659429425,0.833773678
0.631984803,0.837433593
0.615002841,0.882630071
0.631072766,0.873279612
0.600243449,0.853797917
0.76783899,0.812292662
0.689223756,0.814900976
0.710449393,0.780765055
0.795700122,0.859185121
0.691294162,0.851063474
0.728716389,0.885887388
0.733016821,0.774664539
0.740451192,0.817526133
0.732340853,0.816135748
0.741479463,0.775266202
0.780116097,0.819905772
0.773244798,0.787806858
0.785196826,0.670670804
0.721423857,0.78071425
0.733382805,0.762590536
0.729797298,0.753351425
0.757948377,0.821459044
0.788789183,0.773921793
0.726109836,0.661206992
0.701009425,0.683432728
0.668893427,0.631175589
0.728724208,0.623975675
0.693388738,0.638938286
0.68207365,0.624425424
0.618376267,0.600604715
0.647558976,0.602057784
0.603181402,0.591181807
0.663830479,0.601993548
0.652527457,0.605968964
0.64711377,0.590537816
0.644064067,0.641230338
0.605328316,0.637416397
0.650357163,0.632220639
0.605382932,0.62806025
0.579982752,0.604749974
0.630860652,0.597165124
0.621712614,0.755200182
0.604544931,0.822024837
0.578259668,0.798347414
0.588692738,0.812880219
0.594837262,0.789878377
0.628075327,0.853130735
0.590067123,0.908771655
0.570602337,0.854142269
0.589717879,0.884316087
0.613527514,0.856663336
0.589532796,0.870513359
0.61598275,0.914779438
0.624700255,0.870710131
0.599248579,0.905634908
0.560263439,0.891761017
0.631628469,0.872426491
0.659283879,0.907784172
0.574095467,0.889292159
0.656133824,0.905598127
0.695768366,0.855613789
0.703650693,0.875993763
0.648139927,0.921423923
0.603274015,0.935920098
0.640488341,0.853687544
0.670397098,0.914606601
0.638649116,0.922460953
0.644457919,0.87435867
0.676623861,0.898950537
0.673691482,0.888514804
0.639665917,0.918126506
0.649215856,0.890070666
0.670181858,0.869880462
0.679472234,0.908759373
0.716675679,0.904032399
0.678793732,0.879543632
0.636992553,0.887423378
0.700603749,0.842516959
0.662406489,0.851865171
0.649607889,0.816035669
0.662049246,0.884117081
0.679382506,0.855457001
0.672180804,0.838463165
0.635759885,0.734334167
0.646905593,0.68712466
0.615252721,0.767301813
0.64043573,0.708825419
0.641931765,0.73510788
0.579681459,0.756988217
0.520298535,0.601609927
0.509416042,0.632057108
0.53192473,0.614344739
0.531855361,0.598242074
0.515636255,0.630888719
0.530070537,0.620546645
0.386029683,0.571506431
0.472366235,0.569702074
0.440238964,0.577479813
0.470664548,0.570051741
0.45676531,0.555065786
0.495395488,0.592908333
0.510760501,0.531596669
0.467638726,0.521849465
0.485142132,0.53364224
0.432205657,0.539374537
0.469289331,0.555960421
0.477687366,0.502638787
0.428672115,0.561287387
0.431846827,0.53813321
0.464877754,0.601124507
0.421156196,0.629863481
0.463953126,0.598939074
0.462480801,0.55094883
0.487892127,0.587770403
0.43184829,0.58962606
0.499272423,0.632887779
0.481079164,0.641270735
0.481231521,0.62438664
0.465751185,0.583134836
0.490183666,0.635405737
0.439896134,0.581975027
0.497674847,0.573837458
0.485738075,0.572431054
0.456673106,0.584197398
0.495601373,0.601351334
0.465170076,0.574035207
0.456784787,0.594557382
0.48543172,0.599319696
0.434620157,0.552843437
0.454688776,0.612958645
0.449837964,0.65398211
0.462682653,0.567911829
0.51880569,0.569029757
0.483640648,0.625630565
0.424764114,0.637741671
0.462767803,0.628737573
0.413171732,0.598797265
0.430543801,0.581667537
0.430310917,0.667966425
0.457396916,0.620915239
0.429856978,0.65168922
0.463434322,0.638780902
0.416370344,0.609798748
0.436608852,0.616693202
0.430375123,0.629272604
0.440557189,0.58069806
0.417658568,0.643291381
0.471749584,0.599591246
0.436778309,0.583492572
0.39774382,0.54778399
0.451266559,0.590164439
0.419410619,0.567172512
0.396762753,0.538676836
0.422265373,0.598605078
0.420446428,0.570505679
0.328015731,0.538064654
0.371151753,0.509150978
0.360345605,0.535153091
0.36468829,0.517378503
0.363408486,0.533604874
0.372239863,0.556995476
0.34063369,0.510595914
0.340556239,0.458409714
0.331277427,0.539563295
0.325977795,0.524014637
0.376705892,0.45767795
0.311527781,0.473329465
0.324690077,0.459364634
0.313117699,0.513151873
0.326097712,0.461352735
0.333116163,0.470786211
0.371313633,0.424599678
0.317046759,0.43069652
0.346018794,0.452188143
0.347998826,0.432153325
0.321369767,0.454356187
0.273259708,0.447206456
0.335073036,0.455571298
0.283990386,0.421427032
0.422093803,0.431362393
0.408592517,0.405841524
0.43311062,0.435387178
0.39235616,0.471643627
0.422651367,0.492258432
0.387133986,0.436708597
0.483342953,0.475120271
